Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (mcg)",Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin B6 (mg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Caffeine (mg),Theobromine (mg),Price per Weight (£/100Gram),GHG(kgco3eq/100g)
2.0,0.0,0.12,0.43,0.0,0.0,0.001,4.0,0.04,36.0,4.0,0.43,98.93,0.0,1.0,-0.747,3.0,4.0,0.01,0.01,0.2,0.0,0.013999999999999999,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.49,1.6477
312.0,3.25,9.68,67.14,3.21,22.7,1.838,168.0,55.0,2080.0,208.0,44.44,12.85,3.0,753.0,-35.736,299.0,27.0,4.5,1.3,6.2,0.057999999999999996,0.15,1.35,0.107,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,449.0,756.0,0.0,0.0,0.0,0.0,0.0,4.324324324,0.09699999999999999
133.0,5.73,20.39,0.0,0.0,0.0,2.472,12.0,2.51,346.0,20.0,0.0,73.35,10.0,334.0,9.816,211.0,87.0,7.9,0.099,23.8,0.11,0.28,4.15,0.392,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2880.0,375.0,0.0,0.0,1.0,0.0,0.0,0.5,5.957000000000001
397.0,4.1,4.8,85.7,35.8,1.6,3.6,22.0,6.2,193.0,31.0,84.1,2.5,15.0,85.0,0.693,95.0,594.0,5.2,0.3,14.0,1.3,1.5,17.2,1.7,345.0,341.0,4.0,776.0,0.0,0.0,0.0,1.0,200.0,100.0,0.0,0.0,0.0,2.0,75.0,0.415384615,0.0988
231.0,14.62,23.12,0.0,0.0,0.0,4.086,9.0,1.08,252.0,22.0,0.0,61.59,24.0,2653.0,13.270999999999999,215.0,333.0,1.72,0.063,25.2,0.087,0.18899999999999997,5.754,0.41200000000000003,4.0,0.0,4.0,16.0,0.0,0.0,0.0,17.0,6220.0,2975.0,6.0,10.0,5.0,0.0,0.0,0.5,0.6092
50.0,0.95,1.55,8.9,8.07,0.0,0.599,57.0,0.03,95.0,22.0,8.9,88.12,4.0,43.0,-0.752,49.0,39.0,0.28,0.043,1.3,0.019,0.11699999999999999,0.88,0.019,3.0,0.0,3.0,26.0,2.0,0.0,0.0,0.0,260.0,48.0,0.0,0.0,0.0,35.0,16.0,0.484848485,1.6477
136.0,5.41,20.48,0.0,0.0,0.0,1.87,6.0,1.01,369.0,25.0,0.0,72.9,20.0,470.0,9.987,229.0,55.0,2.27,0.075,35.4,0.875,0.228,5.337999999999999,0.5,9.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,2440.0,580.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7282
128.0,3.91,21.65,0.0,0.0,0.0,1.012,6.0,1.07,391.0,24.0,0.0,74.57,11.0,405.0,10.122,229.0,50.0,2.16,0.09,21.5,0.831,0.6,5.312,0.65,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1324.0,469.0,0.0,0.0,0.0,0.0,0.0,0.385128205,0.7282
29.0,0.24,1.63,6.41,2.87,2.1,0.063,74.0,0.52,184.0,40.0,4.31,91.12,1.0,63.0,-3.7289999999999996,37.0,3.0,0.49,0.076,0.6,0.073,0.096,0.616,0.037000000000000005,100.0,0.0,100.0,0.0,183.0,0.0,0.0,420.0,40.0,64.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0455
41.0,0.0,0.0,10.58,10.58,0.0,0.0,2.0,0.02,3.0,0.0,10.58,89.62,0.0,0.0,0.318,11.0,4.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0795,0.5752
292.0,20.04,14.33,13.61,0.0,1.2,4.013,20.0,0.93,248.0,25.0,12.41,50.04,155.0,5049.0,8.123,196.0,518.0,0.94,0.207,21.4,0.073,0.054000000000000006,6.63,0.155,5.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,8980.0,5204.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6092
16.0,0.1,0.68,3.4,1.86,1.6,0.032,25.0,0.34,233.0,10.0,1.8,95.27,31.0,17.0,-4.431,20.0,39.0,0.28,0.05,0.6,0.012,0.039,0.254,0.071,25.0,0.0,25.0,0.0,4.0,0.0,0.0,10.0,17.0,48.0,0.0,0.0,0.0,0.0,0.0,0.179166667,0.0455
239.0,18.83,16.06,0.26,0.0,0.0,6.291,7.0,0.95,284.0,13.0,0.26,60.77,200.0,1860.0,6.587000000000001,139.0,1280.0,1.83,0.05,18.6,0.535,0.165,3.2,0.32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9161.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.575,0.7282
327.0,15.7,2.8,20.9,19.76,0.0,9.664,16.0,0.13,32.0,2.0,20.9,46.5,232.0,439.0,2.286,50.0,92.0,0.16,0.04,0.4,0.011000000000000001,0.057,0.078,0.011000000000000001,2.0,0.0,2.0,171.0,30.0,0.0,0.0,0.0,4458.0,669.0,0.0,0.0,0.0,8.0,0.0,2.0,1.6477
77.0,0.4,5.22,13.62,5.0,4.5,0.066,22.0,1.53,153.0,26.0,9.12,79.98,33.0,142.0,1.3940000000000001,82.0,108.0,0.82,0.124,1.9,0.259,0.1,1.723,0.083,53.0,0.0,53.0,0.0,1225.0,20.0,0.0,2352.0,33.0,175.0,0.0,0.0,0.0,0.0,0.0,0.061111110999999996,0.0455
246.0,14.53,26.86,0.0,0.0,0.0,5.325,19.0,0.98,405.0,26.0,0.0,57.03,30.0,1061.0,12.565,240.0,381.0,2.3,0.055999999999999994,33.1,0.98,0.31,5.526,0.512,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,6456.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.695061728,0.7282
394.0,30.05,28.82,0.0,0.0,0.0,11.027000000000001,47.0,1.84,317.0,24.0,0.0,40.08,109.0,2489.0,15.774000000000001,259.0,415.0,4.56,0.141,37.1,0.405,0.379,5.428999999999999,0.34700000000000003,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,13368.0,2707.0,0.0,0.0,0.0,0.0,0.0,0.766071429,0.7282
242.0,13.92,27.32,0.0,0.0,0.0,5.23,19.0,0.87,423.0,28.0,0.0,57.87,40.0,1070.0,12.58,246.0,62.0,2.39,0.073,45.3,0.877,0.321,5.037,0.46399999999999997,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,6190.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.55,0.7282
18.0,0.0,0.22,4.24,3.92,0.0,0.0,7.0,0.03,165.0,6.0,4.24,95.03,0.0,0.0,-3.438,5.0,26.0,0.02,0.008,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.075
299.0,22.14,22.17,2.4,0.0,0.0,13.9,505.0,0.44,76.0,20.0,2.4,50.01,372.0,393.0,15.267000000000001,354.0,486.0,2.92,0.011000000000000001,17.0,0.03,0.28300000000000003,0.10400000000000001,0.037000000000000005,7.0,0.0,7.0,174.0,57.0,0.0,0.0,0.0,6573.0,765.0,0.0,0.0,0.0,0.0,0.0,0.9,2.124
207.0,11.0,3.5,23.6,21.22,0.7,6.79,128.0,0.09,199.0,14.0,22.9,61.0,3.0,275.0,-0.631,105.0,80.0,0.69,0.023,1.8,0.040999999999999995,0.24,0.11599999999999999,0.048,5.0,0.0,5.0,116.0,19.0,0.0,0.0,0.0,2969.0,452.0,3.0,0.0,0.0,0.0,0.0,0.18888888899999998,0.2781
140.0,4.74,4.18,20.22,0.82,2.7,0.809,17.0,1.41,164.0,61.0,17.52,69.67,14.0,2082.0,2.128,145.0,187.0,1.03,0.182,2.7,0.102,0.105,0.391,0.3,40.0,0.0,40.0,38.0,33.0,0.0,0.0,50.0,1446.0,2315.0,0.0,0.0,14.0,0.0,0.0,0.666666667,0.0988
210.0,9.71,28.89,0.0,0.0,0.0,2.2030000000000003,232.0,4.63,544.0,69.0,0.0,50.3,2174.0,362.0,7.171,252.0,3668.0,2.44,0.33899999999999997,68.1,0.078,0.363,19.903,0.203,13.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,3770.0,2562.0,763.0,41.0,1292.0,0.0,0.0,2.4,0.73175
114.0,1.48,23.66,0.14,0.05,0.0,0.289,11.0,0.73,242.0,28.0,0.14,74.89,14.0,217.0,13.045,201.0,113.0,1.28,0.07,22.7,0.042,0.145,9.924,0.813,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,264.0,258.0,0.0,3.0,2.0,0.0,0.0,0.7666666670000001,0.6092
230.0,17.2,15.27,2.59,2.35,0.0,6.08,12.0,1.15,283.0,15.0,2.59,60.97,180.0,1400.0,5.771,130.0,1297.0,2.47,0.08,14.1,0.38,0.213,3.11,0.2,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8000.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.21359223300000002,0.7282
315.0,12.75,10.63,60.73,1.71,40.3,7.03,1652.0,28.12,1070.0,428.0,20.43,7.96,1230.0,530.0,-46.733999999999995,91.0,11.0,4.7,0.757,3.7,0.754,0.336,5.72,2.69,274.0,0.0,274.0,0.0,3485.0,0.0,0.0,1895.0,1870.0,1760.0,0.0,0.0,0.0,0.0,0.0,5.833333333,0.09699999999999999
141.0,3.69,3.36,23.15,19.46,0.0,2.349,134.0,0.6,207.0,36.0,23.15,68.92,39.0,86.0,-1.229,113.0,64.0,0.67,0.217,2.3,0.033,0.124,0.18600000000000003,0.038,17.0,12.0,5.0,90.0,5.0,0.0,0.0,2.0,1033.0,125.0,0.0,0.0,0.0,0.0,0.0,0.323439878,4.2773
47.0,0.12,0.94,11.75,9.35,2.4,0.015,40.0,0.1,181.0,10.0,9.35,86.75,7.0,18.0,-3.6239999999999997,14.0,0.0,0.07,0.045,0.5,0.087,0.04,0.282,0.06,30.0,0.0,30.0,0.0,71.0,11.0,0.0,129.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.229007634,0.0317
436.0,13.24,2.94,76.17,41.18,2.9,2.9410000000000003,0.0,3.18,176.0,25.0,73.27,6.23,411.0,3014.0,-0.489,66.0,471.0,0.49,0.188,13.2,0.29,0.204,2.235,0.02,68.0,56.0,12.0,0.0,0.0,0.0,0.0,30.0,4660.0,3425.0,0.0,0.0,0.0,3.0,95.0,0.324675325,0.1441
92.0,0.62,3.37,19.86,0.9,2.7,0.133,7.0,0.8,88.0,51.0,17.16,75.34,14.0,173.0,0.9520000000000001,70.0,150.0,0.61,0.146,2.2,0.04,0.039,0.9359999999999999,0.077,14.0,0.0,14.0,0.0,0.0,0.0,0.0,60.0,187.0,187.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0988
171.0,9.16,22.19,0.0,0.0,0.0,3.79,15.0,1.91,271.0,11.0,0.0,67.82,27.0,470.0,11.997,198.0,45.0,3.62,0.040999999999999995,20.2,0.052000000000000005,0.19699999999999998,6.681,0.57,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4328.0,505.0,3.0,9.0,0.0,0.0,0.0,1.6299559469999998,5.957000000000001
508.0,36.24,26.08,28.09,6.79,12.2,1.989,266.0,9.21,738.0,370.0,15.89,5.27,3792.0,6171.0,14.654000000000002,828.0,13.0,6.08,0.645,208.1,0.805,0.261,4.7330000000000005,0.397,162.0,0.0,162.0,0.0,18.0,0.0,0.0,568.0,22518.0,10088.0,0.0,0.0,0.0,0.0,0.0,1.4166666669999999,0.09699999999999999
158.0,7.07,22.17,0.0,0.0,0.0,2.612,28.0,1.63,340.0,23.0,0.0,70.17,16.0,246.0,10.267999999999999,204.0,57.0,4.13,0.07200000000000001,25.4,0.061,0.10800000000000001,7.4910000000000005,0.607,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2842.0,306.0,0.0,0.0,0.0,0.0,0.0,4.416666667,5.957000000000001
115.0,1.93,22.64,0.14,0.07,0.0,0.45899999999999996,11.0,0.86,235.0,27.0,0.14,75.37,10.0,349.0,12.312000000000001,190.0,118.0,1.84,0.079,22.6,0.05,0.192,8.1,0.652,7.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,477.0,411.0,0.0,3.0,2.0,0.0,0.0,0.457142857,0.6092
139.0,6.21,16.3,3.34,3.34,0.1,1.395,11.0,4.2,345.0,14.0,3.24,71.73,40.0,1320.0,7.596,200.0,1123.0,2.16,0.05,16.1,0.055,0.25,3.5269999999999997,0.27,5.0,0.0,5.0,4.0,7.0,0.0,0.0,0.0,1930.0,1420.0,0.0,20.0,20.0,0.0,0.0,1.75,0.6092
360.0,17.4,6.61,45.76,20.06,1.8,2.9610000000000003,166.0,1.94,131.0,26.0,43.96,27.89,9.0,5832.0,3.627,162.0,394.0,0.77,0.094,19.9,0.201,0.24,1.74,0.08,39.0,25.0,14.0,39.0,2.0,0.0,0.0,94.0,6978.0,6661.0,0.0,1.0,8.0,0.0,0.0,0.4,0.1441
218.0,13.63,23.77,0.12,0.12,0.0,3.498,18.0,0.98,265.0,22.0,0.12,61.41,94.0,1694.0,13.716,229.0,358.0,2.08,0.079,23.5,0.057999999999999996,0.226,5.8260000000000005,0.193,8.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,5768.0,1832.0,0.0,0.0,0.0,0.0,0.0,0.16899999999999998,0.6092
316.0,16.1,3.0,42.6,21.4,2.6,2.457,22.0,1.22,65.0,10.0,40.0,37.6,568.0,4808.0,1.141,43.0,333.0,0.23,0.047,2.4,0.141,0.106,1.425,0.03,18.0,15.0,3.0,5.0,5.0,0.0,0.0,8.0,7449.0,5376.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.1441
243.0,0.32,0.93,65.89,57.19,8.7,0.052000000000000005,14.0,1.4,450.0,16.0,57.19,31.76,16.0,77.0,-8.236,38.0,87.0,0.2,0.191,1.3,0.0,0.159,0.927,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,93.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0357
381.0,5.2,9.0,80.1,27.9,7.4,1.2,36.0,3.3,204.0,68.0,72.7,3.8,58.0,1541.0,6.211,226.0,249.0,6.3,0.32,17.3,0.63,0.71,8.3,3.33,667.0,648.0,19.0,375.0,0.0,0.0,0.0,100.0,2200.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.7894736840000001,0.0988
394.0,2.93,6.01,86.63,31.51,3.2,1.29,11.0,8.44,142.0,45.0,83.43,1.5,35.0,875.0,3.5060000000000002,132.0,553.0,4.69,0.13,10.4,1.17,1.33,15.62,1.56,313.0,294.0,19.0,672.0,46.0,30.0,0.0,681.0,600.0,910.0,0.0,0.0,0.0,0.0,0.0,0.7894736840000001,0.0988
310.0,9.76,9.76,45.89,2.44,9.8,4.878,244.0,2.63,262.0,85.0,36.09,30.15,33.0,959.0,6.649,346.0,617.0,1.92,0.266,37.0,0.823,0.289,4.8580000000000005,0.312,138.0,0.0,138.0,0.0,3.0,0.0,0.0,130.0,3062.0,992.0,0.0,0.0,0.0,0.0,0.0,0.19467213100000003,0.1441
525.0,41.56,17.99,28.13,2.99,19.5,4.5169999999999995,1438.0,9.76,719.0,347.0,8.63,5.95,273.0,28295.0,-1.986,870.0,26.0,7.9,1.6269999999999998,13.5,0.8540000000000001,0.1,0.8959999999999999,0.247,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,5982.0,28569.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09699999999999999
269.0,13.42,22.68,12.74,10.39,0.3,5.6579999999999995,18.0,2.65,301.0,20.0,12.44,49.5,14.0,339.0,10.588,178.0,363.0,5.74,0.10099999999999999,16.5,0.054000000000000006,0.16399999999999998,2.516,0.226,6.0,0.0,6.0,0.0,39.0,0.0,1351.0,26.0,5844.0,433.0,2.0,11.0,1.0,0.0,0.0,1.013513514,5.957000000000001
259.0,16.61,25.58,0.0,0.0,0.0,5.95,36.0,1.4,326.0,21.0,0.0,57.25,50.0,1260.0,12.405,210.0,69.0,4.51,0.057999999999999996,36.3,0.695,0.397,4.07,0.27699999999999997,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7420.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.49479166700000005,0.7282
269.0,1.9,5.71,57.32,8.57,1.0,0.0,57.0,1.71,97.0,16.0,56.32,33.34,3.0,992.0,6.619,190.0,429.0,0.52,0.09300000000000001,22.0,0.35700000000000004,0.243,2.8569999999999998,0.039,112.0,92.0,20.0,6.0,1.0,0.0,0.0,66.0,532.0,1105.0,0.0,0.0,3.0,0.0,0.0,0.8,0.1441
403.0,22.4,7.0,44.6,19.78,1.3,5.681,71.0,1.96,125.0,19.0,43.3,24.3,6.0,2772.0,3.3289999999999997,107.0,414.0,0.72,0.1,17.0,0.3,0.263,2.867,0.038,68.0,35.0,33.0,6.0,2.0,0.0,0.0,52.0,12515.0,2933.0,3.0,0.0,2.0,0.0,0.0,0.85106383,0.1441
609.0,53.03,12.12,30.3,9.09,3.0,10.606,61.0,4.91,447.0,206.0,27.3,2.34,159.0,13200.0,4.652,388.0,295.0,4.43,1.758,9.3,0.158,0.159,1.1079999999999999,0.203,55.0,0.0,55.0,0.0,0.0,0.0,0.0,18.0,26709.0,13371.0,0.0,0.0,0.0,0.0,0.0,1.588235294,0.0278
101.0,0.1,1.04,27.4,21.27,0.3,0.013999999999999999,15.0,0.35,281.0,13.0,27.1,68.51,1.0,39.0,-4.994,26.0,20.0,0.17,0.085,0.7,0.011000000000000001,0.166,1.4340000000000002,0.158,9.0,0.0,9.0,0.0,316.0,0.0,12062.0,161.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,0.118343195,0.5752
222.0,11.52,0.58,31.22,16.86,1.5,0.8420000000000001,11.0,0.73,107.0,8.0,29.72,54.28,896.0,2956.0,-1.735,16.0,838.0,0.2,0.16,1.6,0.024,0.052000000000000005,0.467,0.055,2.0,0.0,2.0,0.0,289.0,0.0,2530.0,124.0,4518.0,3852.0,0.0,0.0,0.0,0.0,0.0,0.34,0.5944
673.0,68.37,13.69,13.08,3.59,3.7,4.899,16.0,5.53,597.0,251.0,9.38,2.28,112.0,33606.0,8.577,575.0,2.0,6.45,1.324,0.7,0.364,0.22699999999999998,4.387,0.094,34.0,0.0,34.0,0.0,17.0,0.0,0.0,9.0,18764.0,34071.0,0.0,0.0,0.0,0.0,0.0,3.333333333,0.0278
154.0,10.53,12.49,1.11,1.11,0.0,3.2430000000000003,50.0,1.18,125.0,10.0,1.11,74.07,43.0,1179.0,8.897,171.0,412.0,1.04,0.013000000000000001,30.6,0.066,0.509,0.064,0.12,44.0,0.0,44.0,147.0,11.0,0.0,0.0,350.0,4047.0,1403.0,5.0,0.0,38.0,0.0,0.0,0.5490196079999999,0.4507
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.01,2.0,1.0,0.0,99.9,0.0,0.0,-0.134,0.0,21.0,0.1,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5752
233.0,12.84,27.51,0.0,0.0,0.0,4.611000000000001,16.0,2.19,310.0,29.0,0.0,58.34,169.0,883.0,13.775,211.0,407.0,5.23,0.138,30.7,0.099,0.248,6.495,0.149,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,5167.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.6,2.4415
290.0,21.21,23.09,0.0,0.0,0.0,7.795,24.0,1.31,326.0,18.0,0.0,54.34,69.0,1805.0,11.42,210.0,390.0,3.68,0.11199999999999999,33.1,0.5760000000000001,0.326,3.958,0.28600000000000003,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,9391.0,2033.0,0.0,0.0,0.0,0.0,0.0,0.65,0.7282
385.0,1.9,6.8,87.0,33.0,3.4,0.3,22.0,6.2,102.0,22.0,83.6,3.0,11.0,589.0,2.535,60.0,700.0,0.3,0.1,5.1,1.25,1.5,16.6,1.7,333.0,314.0,19.0,464.0,56.0,37.0,0.0,784.0,1000.0,600.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0988
54.0,0.0,0.21,13.16,12.6,0.6,0.001,3.0,0.04,11.0,1.0,12.56,86.5,0.0,0.0,-0.121,2.0,19.0,0.03,0.009000000000000001,0.0,0.0,0.0,0.026000000000000002,0.0,4.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1214
356.0,10.3,4.4,63.2,57.39,1.0,3.897,90.0,1.16,99.0,12.0,62.2,20.7,135.0,2026.0,1.172,70.0,284.0,0.33,0.067,10.7,0.128,0.18899999999999997,1.063,0.028999999999999998,31.0,27.0,5.0,12.0,1.0,0.0,0.0,4.0,3692.0,2162.0,0.0,0.0,0.0,0.0,0.0,0.490909091,0.1441
33.0,0.19,1.93,7.45,1.48,3.2,0.026000000000000002,82.0,0.62,299.0,57.0,4.25,89.58,1.0,26.0,-5.671,61.0,7.0,0.58,0.109,0.7,0.2,0.06,1.0,0.215,60.0,0.0,60.0,0.0,416.0,27.0,0.0,280.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.914285714,0.0455
189.0,11.11,17.78,4.44,2.22,1.1,1.338,41.0,1.8,200.0,23.0,3.34,65.01,489.0,3894.0,19.708,442.0,711.0,1.6,0.9079999999999999,7.4,4.0,0.302,11.11,0.889,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2055.0,4383.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2871
480.0,20.42,7.52,64.96,37.61,3.2,8.693,65.0,1.16,231.0,55.0,61.76,5.56,159.0,6893.0,2.513,162.0,269.0,1.2,0.217,14.6,0.132,0.09699999999999999,1.0070000000000001,0.115,12.0,0.0,12.0,4.0,1.0,0.0,0.0,43.0,3499.0,7051.0,0.0,0.0,0.0,0.0,3.0,1.138095238,0.1575
463.0,17.84,7.29,68.37,10.43,4.9,4.345,167.0,3.65,209.0,47.0,63.47,2.73,862.0,7085.0,8.927,356.0,748.0,1.11,0.19699999999999998,8.7,0.32,0.243,4.453,0.18,58.0,22.0,36.0,0.0,4.0,0.0,0.0,180.0,4540.0,7942.0,1.0,0.0,0.0,0.0,0.0,0.558823529,0.1441
82.0,0.74,17.76,0.0,0.0,0.0,0.2,91.0,0.5,257.0,36.0,0.0,79.17,178.0,20.0,9.734,232.0,647.0,3.79,0.809,42.6,0.023,0.092,2.7289999999999996,0.155,51.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,128.0,256.0,100.0,9.0,67.0,0.0,0.0,3.5,0.73175
32.0,0.07,1.69,6.14,5.91,0.0,0.043,62.0,0.04,97.0,19.0,6.14,91.66,0.0,16.0,-0.637,51.0,24.0,0.22,0.018000000000000002,1.6,0.023,0.121,0.9229999999999999,0.019,3.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,36.0,0.0,0.484848485,1.6477
40.0,0.1,1.1,9.34,4.24,1.7,0.042,23.0,0.21,146.0,10.0,7.64,89.11,4.0,13.0,-2.031,29.0,4.0,0.17,0.039,0.5,0.046,0.027000000000000003,0.11599999999999999,0.12,19.0,0.0,19.0,0.0,1.0,0.0,0.0,4.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.22077922100000003,0.0395
196.0,11.09,24.06,0.0,0.0,0.0,2.866,13.0,0.97,264.0,21.0,0.0,63.89,72.0,1570.0,13.527000000000001,217.0,337.0,2.01,0.084,27.0,0.055,0.233,5.433,0.17600000000000002,12.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,4878.0,1673.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.6092
384.0,0.4,4.3,91.3,40.2,0.5,0.1,6.0,18.0,59.0,23.0,90.8,2.5,18.0,82.0,3.176,81.0,371.0,0.8,0.16399999999999998,15.4,1.25,1.42,16.7,1.67,400.0,396.0,4.0,1250.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0988
309.0,9.49,7.42,48.39,4.41,2.6,2.275,299.0,6.59,138.0,22.0,45.79,31.57,24.0,1399.0,12.686,444.0,710.0,0.48,0.037000000000000005,10.3,0.563,0.648,7.942,1.11,68.0,55.0,13.0,437.0,2.0,0.0,0.0,66.0,5292.0,1502.0,13.0,0.0,8.0,0.0,0.0,0.264550265,0.1441
139.0,5.74,21.94,0.0,0.0,0.0,1.956,13.0,2.5,289.0,12.0,0.0,72.44,25.0,363.0,12.123,215.0,44.0,3.26,0.063,20.4,0.053,0.318,4.755,0.615,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2122.0,420.0,3.0,9.0,1.0,0.0,0.0,1.6299559469999998,5.957000000000001
185.0,8.06,26.26,0.0,0.0,0.0,2.2,11.0,1.4,190.0,21.0,0.0,66.44,90.0,1550.0,13.675999999999998,149.0,78.0,2.78,0.077,26.5,0.059000000000000004,0.21600000000000003,4.798,0.21,8.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,2930.0,1880.0,10.0,30.0,50.0,0.0,0.0,0.45,0.6092
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,11.0,0.0,99.95,0.0,0.0,-0.7609999999999999,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017375,0.0
160.0,14.66,2.0,8.53,0.66,6.7,2.126,12.0,0.55,485.0,29.0,1.83,73.23,111.0,1689.0,-8.248,52.0,7.0,0.64,0.19,0.4,0.067,0.13,1.7380000000000002,0.257,81.0,0.0,81.0,0.0,62.0,24.0,0.0,271.0,9799.0,1816.0,0.0,0.0,0.0,0.0,0.0,0.5,0.075
417.0,6.9,8.1,79.0,6.0,3.0,1.222,25.0,3.6,112.0,26.0,76.0,5.3,188.0,3076.0,4.186,97.0,256.0,0.67,0.204,4.8,0.25,0.354,4.427,0.03,173.0,168.0,5.0,0.0,0.0,0.0,0.0,17.0,1845.0,3264.0,0.0,0.0,0.0,0.0,0.0,1.857142857,0.1441
406.0,21.0,8.2,45.8,11.26,2.6,11.659,37.0,2.03,118.0,16.0,43.2,23.2,6.0,795.0,4.511,105.0,384.0,0.75,0.08,22.7,0.38799999999999996,0.24100000000000002,2.188,0.057999999999999996,88.0,60.0,28.0,202.0,38.0,0.0,0.0,74.0,5525.0,1094.0,3.0,0.0,2.0,0.0,0.0,0.7142857140000001,0.1441
50.0,1.98,3.3,4.8,5.06,0.0,1.2570000000000001,120.0,0.02,140.0,11.0,4.8,89.21,8.0,62.0,0.218,92.0,47.0,0.48,0.006,2.5,0.039,0.185,0.092,0.038,5.0,0.0,5.0,55.0,4.0,0.0,0.0,0.0,560.0,73.0,0.0,0.0,0.0,0.0,0.0,0.061235955,0.2781
